employee_id,age,tenure_years,job_role,performance_score,training_hours,satisfaction_level,salary,work_life_balance,absenteeism_days,manager_rating,overtime_hours,promotion_last_2y,attrition
30,39,6,Commercial,3.142992770629062,24.977497554958425,0.5525480561805196,2282.0,1.0,5,3.800418357915214,51,0,0
31,40,9,Actuaire,2.5069655294463136,33.15316072171633,0.35752634138805484,6154.0,2.553634844971565,20,3.315581254197363,30,0,0
32,31,3,Conseiller Client,2.9818517797394826,17.982330537332174,0.4089376982360382,6138.0,2.3798015454460844,33,2.6781272898100554,5,0,0
33,25,14,Expert Sinistres,2.5019678778675574,32.65955452726233,0.5435971036129581,6041.0,3.148178877871415,8,3.331696578714594,46,0,0
34,44,6,Back Office,2.1426389385106046,17.380084761730096,,6859.0,3.5616618078027353,32,2.9782915401122976,7,0,0
35,57,1,Analyste RH,2.7171082067090846,35.90659936088132,0.8881625196008527,,4.1267648082610355,28,2.335661820427004,69,0,1
36,24,14,Analyste RH,2.1168090917026707,47.106408773932394,0.5916405544248975,7239.0,2.28759512664784,15,3.1290423285872353,28,0,0
37,56,18,Actuaire,3.2582379712745984,,0.8006952581755328,6566.0,3.586582337333482,34,3.2654240456396075,22,0,0
38,55,0,Expert Sinistres,2.079931604678109,3.074565091925912,0.8158631312864242,8080.0,3.195818387881461,38,2.624604933079769,1,0,0
39,33,8,Analyste RH,3.5695816183928413,19.51927066755177,0.5537106404622418,,1.2884606248167767,7,3.9038256886095177,10,0,0
40,47,16,Commercial,2.054816745656944,37.31875134289304,,6100.0,4.90054025543411,39,4.288832392310989,66,0,0
41,28,14,Conseiller Client,2.5469640675351948,30.530767870252447,0.5512943916550277,5269.0,1.5612248727598006,-3,3.9698976936554127,36,0,0
42,52,17,Analyste RH,2.5003172734278567,27.489135986750295,0.8644271788156954,6721.0,3.419497272309715,2,2.7237516147860052,62,0,0
43,50,8,Back Office,4.060117383099871,35.08668355954839,0.7271686676531864,2256.0,3.3899599441977477,-2,3.755821504188372,66,0,0
44,36,7,Back Office,3.2642319564932736,29.84453439248422,0.3619032490623289,5036.0,3.275636782329077,12,3.07796139746004,1,0,0
45,24,14,Conseiller Client,2.8306129579644845,37.17725187451136,0.6323049304307693,4522.0,2.5054231178383923,37,1.7642540214340483,25,0,0
46,60,3,Analyste RH,3.3989755528557786,34.19423676646986,0.9296224323647759,7641.0,3.827252651140502,22,3.6727293784977455,58,0,0
47,39,4,Commercial,1.3142461221362494,40.21700452736959,0.5637537930906598,2264.0,1.4396325260569045,23,3.146131640956948,33,1,1
48,57,12,Actuaire,2.965493128287274,28.587960839062543,0.6895430060190136,5920.0,2.934171211326077,0,5.0,34,0,0
49,49,13,Back Office,4.59801134224381,34.052594014939544,0.7091757675478291,2979.0,2.4361253234475413,19,4.45727086327856,39,1,1
50,53,2,Actuaire,3.105877205122138,21.928729269142146,0.3926754201670799,7454.0,2.3227020579329682,13,3.711150156934524,48,1,0
51,52,10,Conseiller Client,3.0543305353354686,18.985391884409943,0.7021415898427028,7251.0,3.428747787453546,17,3.2491705012881797,65,0,0
52,29,7,Conseiller Client,3.4385027037137568,42.06767640418973,0.32123296959307485,3306.0,4.077478542719684,8,3.163722255058018,61,0,0
53,36,10,Commercial,3.7164841946514766,27.16204676322688,0.47487517871972074,7378.0,2.656744238163134,5,1.9963105963668923,43,0,0
54,40,19,Analyste RH,1.402026645688112,33.04880565862379,0.8151445934988384,,3.7806810899257774,37,,39,0,0
55,41,1,Back Office,1.6541388145671785,26.237400144113902,0.6713512580616716,8014.0,3.0497406654445984,21,2.127440890918435,23,0,1
56,23,19,Commercial,3.168233032868917,19.134843490800357,0.5391044384506946,6470.0,2.107267790761991,14,2.9522829818295695,6,0,0
57,43,8,Back Office,2.4280987504819924,25.10982892582401,0.6892922042490375,2020.0,2.7420479067589363,0,1.0,49,0,0
58,28,15,Back Office,4.049620209775932,39.359940177677146,0.5879815504489737,3097.0,2.700514109208385,29,2.4556782077272508,-2,0,0
59,51,8,Commercial,2.747860488091821,30.55240074279424,0.6025157004703666,4383.0,2.3033400874945533,17,2.752386966875574,48,0,0
60,49,6,Commercial,1.4523754114295055,,0.7313637053440275,3152.0,3.428482928655834,13,2.784573446514542,33,0,0
61,58,15,Analyste RH,1.9855888665248023,22.84755543423845,0.4545264518681736,2647.0,3.2346461877047594,25,2.3382764018118554,54,1,0
62,51,13,Actuaire,1.0,42.82293792704712,0.6080672811109381,8059.0,1.409350301730582,2,2.6584861856185995,66,0,0
63,36,2,Expert Sinistres,2.81269957017367,22.86203138150044,0.5375463610786694,7362.0,1.3484740047606423,113,4.723893828123861,37,0,0
64,60,14,Back Office,2.8492926981884934,6.995213082658193,0.28287932507994884,4581.0,3.4246844532057543,34,3.662145281490603,39,1,0
65,38,15,Actuaire,2.660429832174482,43.93048885422544,0.41590884875014,3176.0,2.1847135712054655,16,2.4396992231018504,33,0,0
66,35,7,Actuaire,3.863103231223791,31.823925098127926,0.9136412894127665,2963.0,3.302041155100324,-3,2.9316522116380366,24,0,0
67,58,18,Back Office,3.958815869213355,24.299871411871997,0.6769446629170468,7660.0,3.7809315781091883,6,2.9716866643477333,4,0,0
68,36,12,Analyste RH,2.863689261315111,21.285822639179315,0.33528233971972216,3921.0,1.7290471625944408,-1,2.232044566259849,0,0,1
69,25,6,Conseiller Client,1.2922450660185152,35.82351929791736,0.29192912483031785,1880.0,1.588462745423815,18,2.2308697822561454,50,1,1
70,40,0,Commercial,3.4938252643938066,19.580165997738074,0.5775672199778832,4343.0,4.674431682395295,12,4.010524020326713,63,0,0
71,53,13,Conseiller Client,3.4442881828068606,36.482564245159885,0.9122373066352965,4707.0,3.351570782962459,2,2.580215622483184,1,0,0
72,29,4,Actuaire,3.247513256125556,30.42195285724256,0.5626483730391294,5787.0,2.5807593433267293,26,1.9053036129691285,21,0,0
73,40,15,Commercial,3.7851837994464925,27.4468192548735,0.8613999106808032,3967.0,2.0660595473537366,4,2.956859655930557,41,0,0
74,27,10,Commercial,2.068137522831168,26.455148053355952,0.6703861541637315,7707.0,2.4895591510927204,11,3.1180097531291238,48,0,0
75,49,9,Back Office,4.607004308948111,,0.6942500915691787,5918.0,1.8094276638866897,39,1.0272957758061647,50,0,0
76,41,3,Commercial,2.2324577974865054,35.45640120209266,0.33285589813908606,8114.0,3.8834121740905903,-1,2.959253642182807,47,0,0
77,35,14,Commercial,3.5993783417606835,16.346571678981658,0.7875045843499515,4148.0,2.223248846393679,7,3.86797993434826,4,0,1
78,31,3,Commercial,1.6501218444693186,8.780748731697908,0.5330135925452786,5970.0,4.093534588216267,10,3.4512293855218332,16,0,0
79,44,8,Conseiller Client,2.2557882501839592,31.144401228924746,0.7726184907221816,4138.0,2.5993710802299885,18,5.0,31,1,1
80,48,16,Expert Sinistres,4.213094917380269,31.312383280671476,0.43716600360277735,6279.0,1.9566498163826853,7,,2,0,0
81,59,18,Back Office,2.7912801415993203,29.802411525117666,0.6354098695019825,6572.0,2.5736984119861988,38,4.448934024750853,22,0,0
82,39,19,Expert Sinistres,3.6719380841062383,29.077283696180388,0.6704005907875262,3859.0,1.0,-3,5.0,25,0,0
83,28,19,Conseiller Client,3.189564310975397,21.794596216624523,0.5691933366848266,7801.0,2.8792314233259932,37,3.758156261774598,68,0,0
84,55,11,Back Office,2.916033475199862,32.874827043855255,0.6809090386172313,7285.0,2.8298808088698415,19,3.163070207932701,20,0,0
85,47,4,Expert Sinistres,4.0910802599461515,24.54441873245459,0.5467205849614982,7524.0,3.8247427465479675,-2,3.973740293431332,67,1,0
86,50,16,Actuaire,2.81067294027848,20.128864391848218,0.4701880493917441,3193.0,1.1136950720166205,2,2.440763566605006,48,0,0
87,25,16,Back Office,1.5754095139492235,21.881086877446002,0.9210966765587929,6394.0,4.161866360863548,1,3.1076863194949693,47,1,0
88,34,19,Actuaire,2.357407926438636,45.20639698775832,,2480.0,3.820599294997656,9,2.352272356921686,57,1,0
89,52,13,Conseiller Client,3.4409533829613554,7.650239179545672,0.4478270509903646,2475.0,4.252043563698662,11,3.3979845575628818,58,0,0
90,55,2,Expert Sinistres,3.3164072850900066,,0.7136888611189226,8028.0,2.9472786239958624,24,2.34809091198018,14,0,0
91,39,10,Analyste RH,1.7463533998116494,8.20889572376283,0.45146422905976935,2778.0,4.013896834102756,10,2.313071500138282,28,0,0
92,54,8,Conseiller Client,2.4205259844734393,23.91766661677027,0.3630630712675351,,1.5287559650930949,92,3.4134732931055045,36,0,0
93,55,16,Back Office,2.5346229206382027,20.663725148458123,0.8067618882797952,4557.0,3.713047565204533,9,2.862288559219433,68,0,0
94,37,7,Conseiller Client,2.70762432470862,4.14971703320122,0.2591800748705188,3743.0,2.2288372379000547,8,1.072478864283253,0,0,0
95,57,6,Expert Sinistres,1.899269129118759,28.89037590433763,0.7853711827153083,,1.3485981675770637,8,1.5444430786879104,32,1,1
96,33,1,Back Office,2.497303113504417,21.19961937807804,0.5494555374853882,6121.0,1.8758594818356393,11,1.8527335085385366,13,0,0
97,31,16,Analyste RH,2.417111611792378,4.007936574387561,0.5576906793838943,6416.0,3.0055311386292707,33,2.1170280938860255,12,0,0
98,49,15,Analyste RH,3.6172266078095356,33.39568090774252,0.6819502439246579,4788.0,2.1757007917823965,7,3.4144233294786384,52,0,0
99,47,0,Back Office,3.647297048792195,39.35006177988935,0.7162397623988505,6983.0,3.3760735316958,8,3.218938847071636,12,0,1
100,27,8,Conseiller Client,2.8833516335289473,39.90124342296572,0.43473136463421835,3868.0,1.1917624449959827,38,4.065279371699199,55,0,0
101,55,9,Analyste RH,2.6863681633034147,28.58956440651471,0.7435451217500126,5330.0,1.0,25,3.752801822941771,69,0,0
102,29,9,Back Office,3.111939449631291,25.460581385771157,0.6226741076050446,3635.0,4.372387434143576,5,4.071902956182658,53,0,0
103,54,18,Conseiller Client,2.34673991403554,38.28156620895797,0.34878904142639233,5526.0,3.9038001294014344,34,3.608396191459123,10,1,0
104,22,3,Expert Sinistres,2.082534334266047,41.82383585340098,,2670.0,1.9507031640861925,4,3.2096793090914897,8,0,1
105,53,6,Analyste RH,2.2478230328594266,36.33568702875625,0.8762558031117851,4847.0,2.9970003565294605,3,4.099351742287656,29,1,0
106,53,3,Conseiller Client,2.4921494688228347,15.58462397770199,,5315.0,4.019507060201324,16,3.9194127917400996,37,0,0
107,53,4,Back Office,2.069220960166183,27.01344853214922,0.7434696915217355,5361.0,3.4192006082906055,26,3.376095367553991,54,0,0
108,48,18,Expert Sinistres,3.1296476472503,29.395161442914286,0.361931302366326,4658.0,3.1482230961834783,5,4.271071870860142,28,0,0
109,40,18,Conseiller Client,3.583772539026967,6.903830310827708,0.6981213804911777,5918.0,4.095154081312597,29,1.0,10,0,0
110,50,0,Conseiller Client,1.7303213593614064,29.69360659620774,0.7701721807718386,5077.0,2.26928752479878,3,2.70953682585955,69,1,1
111,33,12,Conseiller Client,3.0201029689728265,47.72991825979389,,3612.0,3.0311784486646287,81,2.694209534348269,63,0,1
112,53,4,Back Office,2.8240513637869316,31.399361658007912,0.7569908577375837,3178.0,2.9821513617076083,1,4.1526828774815705,45,0,1
113,44,3,Analyste RH,3.273206948429442,39.73413081441756,0.6726526158495061,5945.0,2.7272379523289576,16,4.57139499695077,124,0,0
114,40,5,Analyste RH,2.9896489855171295,26.82914730128705,0.5855175322338912,7807.0,2.610194488579248,24,1.5498206297897374,65,0,1
115,42,3,Back Office,1.8371205760546954,24.267816760161786,0.4783265008191963,6620.0,3.072868237828491,8,4.411167174149276,32,0,0
116,44,9,Conseiller Client,1.9900885609142676,28.812713900809754,0.22041289629970068,5886.0,3.0344074959855276,23,1.828554813973731,8,0,0
117,23,19,Analyste RH,3.023538860467978,16.841733520155675,0.6679283533426701,7697.0,1.9515723574654742,26,1.8587847544391773,41,1,0
118,27,11,Actuaire,3.8230247357964076,15.362248127656114,0.6372105687304377,7557.0,3.8017959099004477,24,2.7657142976726354,30,0,0
119,31,14,Actuaire,1.2286501031655976,37.66304557169366,0.7115151685649632,5041.0,2.023614792233742,14,2.6817935278674154,55,0,1
120,26,9,Back Office,3.276581263841264,38.723423428665185,0.33249126134142115,2499.0,2.781766555452826,30,,53,0,1
121,39,0,Back Office,3.9516976042301146,15.088936844126495,0.7290033378630121,5859.0,2.7047195272799485,28,3.649877973492567,31,0,0
122,48,1,Analyste RH,2.8775792990350295,34.67998804553864,1.0,5786.0,3.3581036126592156,11,3.679402424726602,24,1,1
123,48,5,Actuaire,3.4401619968211525,24.13040024393979,0.6156900261555822,3575.0,1.0,28,4.054041596163671,28,0,0
124,40,4,Actuaire,2.437544735281758,28.398085744904307,0.5876669361586918,7236.0,3.8909098149294583,36,2.566544670222135,43,0,0
125,56,16,Back Office,2.9045070405784985,29.602186394350635,0.6618004712171401,7367.0,2.323009652387836,32,2.9604172850275514,43,0,1
126,44,16,Conseiller Client,1.7032691853534787,34.94350468124318,1.0,3917.0,4.219963294777054,28,2.9695728350973574,34,1,0
127,25,17,Conseiller Client,1.1245253532649009,25.827182018631888,0.3952704476600218,4851.0,2.5218350754838457,29,4.687995441468464,36,0,1
128,52,12,Actuaire,3.7542126409802203,39.10161995301936,0.640641386678781,3048.0,2.9511564142659896,31,1.0,69,1,0
129,44,11,Expert Sinistres,2.2120040578204465,28.09412839759925,0.4400685155404711,2941.0,4.913786040068423,9,2.0430556510108966,16,0,0
130,47,12,Conseiller Client,2.6355777239972555,31.241842724695324,0.490599055831001,3496.0,2.7226617912063316,28,3.0055408427917976,10,1,0
131,44,8,Back Office,1.8908461973838453,16.667374084627536,0.5900819384236121,4141.0,4.238849884673459,5,1.914429765084497,55,0,0
132,44,13,Analyste RH,1.8720242375328993,46.58659010704834,0.8694646483227118,3546.0,3.03904508556456,12,2.7416796427288825,65,0,1
133,25,15,Actuaire,2.860929839924307,29.698249232049662,0.9601981201377474,2770.0,3.41541883029349,37,2.8739244636300905,41,0,1
134,44,15,Commercial,2.4163382446914827,32.129974253450996,0.6896284289253413,4662.0,3.0699585894113746,9,2.342313891207531,26,0,0
135,53,12,Commercial,3.302376798395759,8.918141887884584,,5790.0,3.847851626300124,33,3.0644689261026725,23,1,0
136,34,1,Back Office,3.362030735183674,16.772979769208987,1.0,3886.0,2.314468387146949,15,3.6281492777578133,31,1,0
137,46,14,Actuaire,3.2566797170596855,37.378836879187304,0.514489103734096,5214.0,2.0159514769808147,6,2.763733554968998,1,0,0
138,23,7,Expert Sinistres,3.190880632742755,27.86891118292605,0.48577281712805254,3536.0,2.3614238096229783,1,2.5468052660312646,36,1,0
139,35,14,Actuaire,4.262214563945509,5.862202651710739,0.24501139108425457,6304.0,3.099710376324091,20,2.834235083346128,17,0,0
140,39,10,Commercial,2.145924984764091,35.38289928983819,0.8792183138489487,5950.0,2.7791812144496704,16,2.9925636533544107,17,0,0
141,61,17,Back Office,2.956052107037666,19.562171956472767,0.7936491184742588,7944.0,3.7102748764711766,18,1.259680434665578,38,0,0
142,30,6,Analyste RH,3.906151856415671,39.11316985876712,1.0,2139.0,4.30473169982152,-2,3.461553917961279,67,0,0
143,33,18,Analyste RH,4.011631847470429,24.121643213963004,0.3220953295563748,7260.0,2.0241616627649917,8,2.548998770553206,12,0,1
144,38,16,Actuaire,1.8625890805243417,27.047066860205298,0.8916341614958219,3978.0,2.2660512083860676,-3,4.261535074811051,63,0,0
145,61,6,Commercial,2.750115646675304,36.78954578591649,0.6140271036732254,,1.563760581687146,10,3.591053475642475,35,0,0
146,56,9,Commercial,4.086496876693809,16.025070291453375,0.7612200433600272,6214.0,5.0,37,4.170066404219655,68,0,0
147,23,10,Conseiller Client,3.406463284159252,15.071531921660604,0.27044457177910575,2899.0,3.304669499121827,3,,25,0,0
148,31,15,Analyste RH,3.156210425183818,23.035015796018925,0.8936163645330595,2925.0,3.4798023200515775,26,2.6286133588125735,69,0,1
149,54,13,Analyste RH,2.8258522452522747,33.27172799621222,0.7573033502663661,,1.6597916149689518,-3,1.7575415125425908,45,0,0
150,24,17,Analyste RH,2.6929592594338034,11.691227473865094,0.5922179930427565,3213.0,2.9988300109931254,21,2.294808791070674,46,0,0
151,56,7,Conseiller Client,3.2305752504722594,8.319654001109033,0.7290225375322242,5301.0,3.5092479844130855,36,,38,0,1
152,33,10,Conseiller Client,2.798100700012413,33.23720927043792,0.4469009397915501,3084.0,2.747242309465575,11,4.487490577922495,30,0,0
153,58,8,Analyste RH,2.965937103164445,18.970216874329964,0.4841119828836601,2593.0,4.075705624826394,5,1.8518667051955402,35,0,0
154,33,18,Actuaire,3.06287896489203,21.07773987079717,0.5073110772749208,1805.0,5.0,21,2.5417223316827164,59,0,1
155,39,6,Back Office,2.4575427772052008,6.431895980598341,0.22945442766194435,1902.0,2.052937172906048,8,2.923804327976051,55,0,0
156,48,11,Commercial,3.4257034991051505,18.210206856480177,0.7723516988406735,4832.0,1.9779127540233032,35,3.5856056418097815,-1,0,0
157,27,2,Commercial,5.0,24.924327033688492,0.8383187228365132,4577.0,2.1222439344714235,33,1.2401897364635075,48,1,1
158,44,17,Actuaire,1.5784106885391398,34.30377857622892,0.45973117004723163,2049.0,4.606199160016491,25,1.3969999184715616,58,0,0
159,42,7,Back Office,3.259210019351984,17.287698337653612,0.6696406031889637,4037.0,4.042355317029685,24,3.4896261438724023,51,1,0
160,53,6,Commercial,2.3918479291048755,41.57376120232497,0.5468919050741528,3546.0,2.8644721822063515,22,1.0509614310820756,33,1,0
161,61,11,Back Office,3.4619220620154,18.154439758201995,0.6656547924162061,5456.0,3.0365596644008743,28,2.55320259386113,22,0,1
162,48,9,Conseiller Client,3.0372459786622885,18.169081984148253,0.47448455175779414,8166.0,2.1834563738032786,16,3.1620918085588405,46,0,1
163,38,16,Commercial,3.609483819233971,40.37357551897802,0.42331496878247277,6226.0,3.890027157743184,38,3.415665969933117,45,0,1
164,38,10,Analyste RH,3.9404052612070237,27.114601523639173,0.8104149772047485,7677.0,2.6200981758914463,11,2.858281904456168,24,0,0
165,38,10,Analyste RH,3.153936894214545,19.479752709884234,0.5872258829751015,3030.0,2.7399234605450005,-3,2.6342432809524694,27,0,0
166,54,2,Analyste RH,3.9056418307313425,23.448668688194065,1.0,3176.0,3.6087897715292567,27,3.8445708597164794,24,1,1
167,34,0,Conseiller Client,1.124561684969058,38.530735775420595,0.609261992958828,6605.0,2.812005061916779,25,3.2852059263657574,1,0,0
168,28,7,Analyste RH,4.272361838332818,39.66202819625682,0.4147843919299015,3784.0,2.7650340065021535,39,2.35298337804854,0,0,0
169,35,19,Analyste RH,3.300049721513872,16.83206820729744,0.8453881752871878,7232.0,3.010575205529075,13,3.0377228966822383,3,0,0
170,22,18,Analyste RH,3.8622746845961453,24.575661899208917,0.7261600328292039,4767.0,3.7953554137930765,15,3.383169022656193,28,0,1
171,26,12,Expert Sinistres,2.024099404126783,25.901568276675732,0.7453745727392846,3085.0,4.646493075483833,21,4.718237241451382,34,0,0
172,25,12,Back Office,2.3353840947157316,15.137598894834024,0.8381201357735837,7204.0,3.585486232246082,13,3.7863236682915793,27,1,0
173,52,7,Analyste RH,3.116750635315819,24.443149473500057,0.46944074123084106,5322.0,3.803314223624267,30,4.214556855953944,66,0,1
174,50,3,Back Office,2.9863696885300297,25.053228604517006,0.5745493382029425,6936.0,2.8001459378988756,15,2.38939260370037,14,0,1
175,49,0,Conseiller Client,3.226454870407992,36.402094789367354,0.5657100337024413,,2.292202136831283,30,2.4758170937449973,26,0,1
176,40,6,Back Office,3.867612128743973,37.07425028311201,0.3418506926168763,2607.0,3.6539862322351153,15,2.76462000718701,15,0,0
177,50,6,Expert Sinistres,1.5878237477577206,21.70790601640992,0.5472819699683513,6158.0,3.1712408246005714,6,2.856427353361836,19,0,0
178,28,3,Commercial,3.779055257373847,22.860468561391883,0.8672758915753649,2596.0,1.5773713512502507,39,1.9919750421971096,40,0,0
179,58,5,Actuaire,3.0066255279663414,31.642923020556356,0.6474676207587694,6045.0,2.671930376574402,19,4.265933626556818,20,0,0
180,42,0,Commercial,2.8369745111003617,19.148115510729884,0.3307877344310024,4467.0,2.9171029765184464,27,3.8833516377587918,20,0,1
181,59,12,Back Office,1.8231078124920876,30.886401517374026,0.28883211766701294,6865.0,2.489542132971521,22,2.694322138698493,46,1,0
182,28,18,Conseiller Client,3.4024389347014923,24.120935126307852,0.9329552117496542,7368.0,4.481735594542127,12,3.6417106490138536,57,0,0
183,41,13,Actuaire,1.06871371917517,15.306014222613793,0.581936197948974,4407.0,3.4798390369022165,38,3.222899163003838,13,0,0
184,49,8,Actuaire,3.51871520899097,15.431632871203535,0.4705179588596765,7445.0,4.373174917888647,12,3.719827980931375,6,0,0
185,41,8,Actuaire,1.8063153316216065,39.470586960311024,0.5452016470205994,2509.0,3.2634252616521597,39,1.65569287647437,15,1,1
186,39,6,Conseiller Client,3.042766330093979,23.435785208567015,0.30453844913653355,2487.0,3.0813878364250775,15,2.854338926802565,39,0,0
187,28,2,Conseiller Client,2.9046649301376637,41.40354093898311,0.884619029902324,8158.0,2.063402182389751,-3,2.9419614720942047,67,0,0
188,37,11,Conseiller Client,3.935630517835107,19.863637392850897,0.521389412482794,,3.0119295331965668,-2,3.623642099611651,9,0,0
189,31,11,Commercial,2.8570758647888876,27.912052011314934,0.8734803055476843,4684.0,3.01305392567544,38,2.3715623988178667,1,0,0
190,34,0,Actuaire,2.4446891510834674,48.92676723018241,0.610330342889463,2796.0,1.6328861159657668,19,1.0,36,0,0
191,49,8,Commercial,2.5947178432230373,14.426132553367207,0.885906394913688,3649.0,2.4604725302296053,13,1.9183002823170794,69,0,1
192,47,5,Commercial,4.018306215003731,6.021855001002233,0.651338899808617,6191.0,2.6767174014836375,31,2.9389520142890926,37,0,0
193,46,3,Conseiller Client,3.429037575344715,37.86590131287233,0.7706465325738152,7058.0,3.4134795440557215,23,3.0638842255033314,64,0,0
194,36,14,Conseiller Client,2.691496014781471,16.731908946069264,0.7438186092176673,7665.0,3.461350111985706,25,4.683748122624984,44,0,1
195,60,10,Actuaire,2.8108428640283893,24.792936358937663,0.7246582132503941,4409.0,2.418681518034795,26,3.582746440658099,0,0,0
196,25,12,Back Office,1.7462583275316423,19.14081789548415,0.669586895436542,4710.0,3.468869602541885,5,3.0815302792314894,28,0,0
197,35,14,Conseiller Client,3.3107793606812326,27.681627809553163,0.553429856776883,2845.0,2.817921070651483,0,2.967608723218562,53,0,0
198,26,19,Analyste RH,1.5921474338436274,15.494637928142579,0.9830869383145721,2331.0,1.0,28,4.104183382169693,34,0,0
199,35,16,Actuaire,3.6014371726683647,23.20059912116694,0.4186126029808198,4602.0,2.5152979680484577,-3,2.4098895478425617,12,0,0
200,60,12,Conseiller Client,3.1028972739930127,29.498153265565342,0.600861528468632,5507.0,4.078988640142379,27,2.8597162122594013,11,0,1
201,36,17,Commercial,4.909561439659138,14.91691113725738,0.602977175041519,2467.0,1.3181942433723204,2,1.9107418798616984,45,0,1
202,58,9,Expert Sinistres,2.1198915570205554,,0.6804881506687043,4414.0,3.11269120041554,8,4.418906048695304,31,0,0
203,41,19,Expert Sinistres,2.9178703271674937,21.526171664014683,0.5141054708210997,5906.0,4.585261214185287,27,3.392498937001614,39,1,0
204,49,15,Commercial,4.43863016073845,10.711845657737218,,6989.0,2.239387046989519,23,2.292476703996054,24,1,0
205,40,13,Commercial,3.9531117122331314,20.774390172012538,0.5662314829594067,7806.0,3.002149080427686,30,2.885544989681692,22,0,0
206,32,18,Back Office,2.44303035873608,26.187965399029018,0.2836094965124201,,1.6959837427720788,23,3.50965076320628,45,0,0
207,52,10,Expert Sinistres,3.179173942698758,21.004510584115714,0.6019104572513693,4307.0,4.627231141663572,-1,2.7492810872777245,-2,0,0
